id,dansk_navn,slaegtsnavn,planteaar,driftsorganisation,fredet_beskyttet_trae,bydelsnavn,wkb_geometry
0,Almindelig tulipantræ,Tulipantræ,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.497695080442563 55.66291744658061)
1,Paradisæble,Æble,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.49773978296055 55.66292757512412)
2,Park-Lind,Lind,1923.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.538340901032846 55.664514624009215)
3,"Pyrus caucasica, ikke navngivet på dansk",Pære,2005.0,"TMF-Parker, Kirkegårde og Renhold",False,Bispebjerg,POINT (12.53807632205177 55.716314372142485)
4,"Pyrus caucasica, ikke navngivet på dansk",Pære,2005.0,"TMF-Parker, Kirkegårde og Renhold",False,Bispebjerg,POINT (12.538158242460012 55.71638332683933)
5,Kejserlind,Lind,1999.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.561857605017906 55.69796343922524)
6,Almindelig robinie,Robinie,2018.0,"TMF-Parker, Kirkegårde og Renhold",False,Nørrebro,POINT (12.539657162497107 55.69578562305445)
7,Hestekastanie,Hestekastanie,1900.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.525895543098654 55.66672611310692)
8,Park-Lind,Lind,2016.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.523902172015989 55.66462862941678)
9,Park-Lind,Lind,2016.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.523556977180052 55.66542690392587)
10,Rød-ask,Ask,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.578634693403302 55.71186722624274)
11,Rød-ask,Ask,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.578649520135539 55.71142756760494)
12,Rød-ask,Ask,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.578657425688544 55.71126711111738)
13,Fyldtblomstret fuglekirsebær,Kirsebær/Blomme,2020.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.512502004217698 55.66326432488342)
14,Pagodetræ,Sophora,2020.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.50360688998704 55.66169448791755)
15,Park-Lind,Lind,1930.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.52408851740152 55.66400564802855)
16,Kejserlind,Lind,1999.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.561841848749461 55.69782853551547)
17,Kejserlind,Lind,1999.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.561833080826773 55.69769408277974)
18,Almindelig robinie,Robinie,2012.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.573879231154711 55.674157486309724)
19,Krimlind,Lind,2013.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.583199997533804 55.69390885543166)
20,Krimlind,Lind,2013.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.583274747837308 55.69396524176854)
21,Kejserlind,Lind,2013.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.581688620790295 55.69470713620085)
22,Kejserlind,Lind,2013.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.58176055753048 55.694757397785146)
23,Sølvløn,Løn,2014.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.567954097503504 55.69272333179224)
24,Sølvløn,Løn,2014.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.568059981202605 55.692665616996194)
25,Park-Lind,Lind,1930.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.523660514059213 55.66507082454903)
26,Park-Lind,Lind,1930.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.52372752787441 55.66524912848369)
27,Park-Lind,Lind,1930.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.523502971201717 55.66561021860251)
28,Park-Lind,Lind,1930.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.523442950725808 55.66582313139681)
29,Park-Lind,Lind,1985.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.523484774483927 55.66609817476027)
30,Almindelig robinie,Robinie,2018.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.520582371350038 55.666386449961394)
31,Almindelig robinie,Robinie,2015.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.52044490105868 55.66620147785498)
32,Almindelig robinie,Robinie,2015.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.52039438263276 55.66613955670321)
33,Fyldtblomstret fuglekirsebær,Kirsebær/Blomme,2015.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.518973788425752 55.664463922396564)
34,Almindelig robinie,Robinie,2015.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.519182478601131 55.6647658231126)
35,Almindelig robinie,Robinie,2015.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.51944701565248 55.66510458180711)
36,Almindelig robinie,Robinie,2015.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.519387373603779 55.66502937100003)
37,Almindelig robinie,Robinie,2015.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.519543440826821 55.66487503060669)
38,Krimlind,Lind,1993.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.550530355230885 55.69571328168125)
39,Almindelig robinie,Robinie,2015.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.517258298741595 55.6644178399862)
40,Almindelig ask,Ask,1976.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.487286708812386 55.65590408723113)
41,Kejserlind,Lind,2005.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.517024058234247 55.665248690540835)
42,Kejserlind,Lind,2018.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.517473257630915 55.6651562247192)
43,Kejserlind,Lind,2018.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.51776904100295 55.66509967697133)
44,Kejserlind,Lind,1995.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.518363542996873 55.6650703128805)
45,Kejserlind,Lind,2018.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.518180488483019 55.665018320610706)
46,Kejserlind,Lind,1960.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.516507609300005 55.665355387415524)
47,Kejserlind,Lind,1960.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.516158686288001 55.665423228256564)
48,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498910774026756 55.72102447913077)
49,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498894584835446 55.72090550386915)
50,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498865770303958 55.72075687307393)
51,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498844949372405 55.720648035074724)
52,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498819852765223 55.720516182002555)
53,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498797603612452 55.72041613926308)
54,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498767540373791 55.72029068105283)
55,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498720532192143 55.720124434633284)
56,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498709849538782 55.72010410355528)
57,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.4986998253294 55.720078751106975)
58,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498673447216389 55.719994459193316)
59,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498667396622213 55.71996399084056)
60,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498671023751509 55.71994262638893)
61,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498655418585798 55.71991680775541)
62,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498639801976903 55.71987848296215)
63,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.49861926282442 55.71983467061487)
64,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498606023834286 55.71979815399323)
65,Kejserlind,Lind,1960.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.515573415316043 55.665570503006286)
66,Park-Lind,Lind,1930.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.513930041670282 55.66726404763257)
67,Tretorn,Tretorn,2014.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.510721262937322 55.66578758238629)
68,Navr,Løn,1976.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.490753151855735 55.67013422231931)
69,Almindelig ask,Ask,1976.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.491122489899903 55.65926207436343)
70,Almindelig ask,Ask,2004.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.491184020573542 55.65945628048323)
71,Almindelig ask,Ask,1976.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.491239249505593 55.65931963539755)
72,Almindelig ask,Ask,2004.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.491367017944738 55.659380576693565)
73,Almindelig ask,Ask,1976.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.49147529487621 55.65942664377491)
74,Almindelig ask,Ask,1995.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.492451421683805 55.65967548312535)
75,Kinapære,Pære,2016.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.512890480290826 55.66609862597931)
76,Bredbladet røn,Røn,2017.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.509212313185884 55.66505408372431)
77,Bredbladet røn,Røn,2017.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.509192960048097 55.664994613758786)
78,Bredbladet røn,Røn,2017.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.509177300359342 55.66493164049447)
79,Bredbladet røn,Røn,2017.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.5091660425023 55.66487307134272)
80,Bredbladet røn,Røn,2017.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.509151293701981 55.664820264742815)
81,Bredbladet røn,Røn,2017.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.509316231443428 55.665484838842524)
82,Bredbladet røn,Røn,2017.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.509288630263324 55.665378038862144)
83,Bredbladet røn,Røn,2017.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.509271781362786 55.665324159859665)
84,Bredbladet røn,Røn,2017.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.509258119903564 55.66526112940775)
85,Bredbladet røn,Røn,2017.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.509241271101812 55.665207250399)
86,Røn,Røn,2010.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.514466322909612 55.66263506194071)
87,Almindelig ask,Ask,1976.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.494211169439346 55.65957662167165)
88,Rød-ask,Ask,2012.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.49427853364137 55.659699201384925)
89,Røn,Røn,2010.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.514283929820476 55.66262446124838)
90,Kejserlind,Lind,2017.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.515845678609882 55.66353593250506)
91,Rød-el,El,2020.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.512814046921081 55.663494869832945)
92,Tretorn,Tretorn,2020.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.512673610273007 55.66348866109347)
93,Platan,Platan,2011.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.51582606258503 55.65450094259848)
94,Platan,Platan,2011.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.515449773328145 55.65465090766923)
95,Platan,Platan,2011.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.515576982551773 55.65459729986801)
96,Platan,Platan,2011.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.51570304335788 55.654548482925115)
97,Blodblomme,Kirsebær/Blomme,2011.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.517851755999265 55.653719891908096)
98,Blodblomme,Kirsebær/Blomme,2011.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.517771187877122 55.65374614931689)
99,Blodblomme,Kirsebær/Blomme,2011.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.51792781423169 55.653686341953076)
100,Blodblomme,Kirsebær/Blomme,2011.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.518419760987246 55.65349498480655)
101,Blodblomme,Kirsebær/Blomme,2011.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.518351541259461 55.65352013845137)
102,Almindelig robinie,Robinie,2005.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.498065489791095 55.66254059341672)
103,Akselrøn,Røn,2018.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.512292932802168 55.65275000497546)
104,Akselrøn,Røn,2018.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.512356813153787 55.65273508994645)
105,Akselrøn,Røn,2018.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.512420648274675 55.652721177600334)
106,Rød hestekastanie,Hestekastanie,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.501053102506363 55.66789349325193)
107,Navr,Løn,1971.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.488789150590891 55.67131645540308)
108,Fyldtblomstret fuglekirsebær,Kirsebær/Blomme,2008.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.503905483535277 55.645581306905086)
109,Fyldtblomstret fuglekirsebær,Kirsebær/Blomme,2008.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.50383812079044 55.64553951809261)
110,Søjleformet almindelig eg,Eg,2008.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.503945235532202 55.64565540703561)
111,Søjleformet almindelig eg,Eg,2016.0,"TMF-Parker, Kirkegårde og Renhold",False,Vesterbro-Kongens Enghave,POINT (12.54064931052805 55.652390648881855)
112,Søjleformet almindelig eg,Eg,2016.0,"TMF-Parker, Kirkegårde og Renhold",False,Vesterbro-Kongens Enghave,POINT (12.540921084300054 55.65268215696203)
113,Kejserlind,Lind,2003.0,Udliciteret til OKNygaard,False,Indre By,POINT (12.561345467484687 55.673658129040476)
114,Kejserlind,Lind,2003.0,Udliciteret til OKNygaard,False,Indre By,POINT (12.561532678612544 55.673721133295)
115,Kejserlind,Lind,2003.0,Udliciteret til OKNygaard,False,Indre By,POINT (12.561674847559793 55.67377124871835)
116,Fyldtblomstret fuglekirsebær,Kirsebær/Blomme,2018.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.56112546118326 55.67783072767103)
117,Vortebrik,Birk,1985.0,"TMF-Parker, Kirkegårde og Renhold",False,Vanløse,POINT (12.483835693222119 55.69171109431447)
118,Vortebrik,Birk,1900.0,"TMF-Parker, Kirkegårde og Renhold",False,Vanløse,POINT (12.483941963103215 55.69173331821597)
119,Platan,Platan,1980.0,"TMF-Parker, Kirkegårde og Renhold",False,Vanløse,POINT (12.490132632219359 55.68768757125379)
120,Spidsløn,Løn,1953.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.561346662018224 55.67874604629816)
121,Platan,Platan,1974.0,"TMF-Parker, Kirkegårde og Renhold",False,Vanløse,POINT (12.489410328214593 55.688774585547876)
122,Hestekastanie,Hestekastanie,1905.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.519419959263615 55.661414246652896)
123,Hestekastanie,Hestekastanie,1905.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.519440830036208 55.66123360134183)
124,Hestekastanie,Hestekastanie,1905.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.519451781895825 55.66114628805248)
125,Rød hestekastanie,Hestekastanie,1905.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.51878845559469 55.66113785488369)
126,Rød hestekastanie,Hestekastanie,2020.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.518798778705973 55.661223349567145)
127,Almindelig robinie,Robinie,1974.0,"TMF-Parker, Kirkegårde og Renhold",False,Vanløse,POINT (12.496790990644204 55.68798973677499)
128,Almindelig ask,Ask,1978.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.487561154797632 55.667819361792446)
129,Almindelig ask,Ask,1978.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.48744177566427 55.66772416514719)
130,Almindelig ask,Ask,1978.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.487323946406093 55.667640648573844)
131,Almindelig ask,Ask,1978.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.487203900018585 55.6675411657331)
132,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498737251677463 55.72014876316284)
133,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498736165967822 55.72017206370442)
134,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498712966368524 55.72005458737722)
135,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498664588767147 55.719903819614785)
136,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498651104402926 55.71985945492728)
137,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498661679555852 55.719835883793614)
138,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498630974218704 55.719811699808176)
139,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498638226447827 55.71978643346149)
140,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498607680960438 55.71976403488059)
141,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498711778106623 55.72008801283361)
142,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498778377685326 55.72032479723763)
143,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.49876876132066 55.7203590808455)
144,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498808063842672 55.720443878551116)
145,Birk,Birk,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498797009204576 55.720462093464306)
146,Tjørn,Tjørn,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.49882317971841 55.72054189573482)
147,Æble,Æble,2010.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498821295009211 55.72055626922215)
148,Søjleformet sortpoppel,Poppel,2001.0,"TMF-Parker, Kirkegårde og Renhold",False,Vanløse,POINT (12.474051626624801 55.6984872784413)
149,Park-Lind,Lind,1977.0,"TMF-Parker, Kirkegårde og Renhold",False,Vanløse,POINT (12.480525710992932 55.69788629895478)
150,Storbladet lind,Lind,1999.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.562393325559784 55.67682821678864)
151,Storbladet lind,Lind,1999.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.56250443316831 55.67704603775319)
152,Storbladet lind,Lind,1999.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.562548914276 55.677125386985125)
153,Kejserlind,Lind,2003.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.563960383362483 55.6767783016099)
154,Kejserlind,Lind,2016.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.564149804340179 55.676493027596756)
155,Smallbladet sølvblad,Sølvblad ,2021.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.595806292930074 55.7124846722991)
156,Platan,Platan,2002.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.569496507672065 55.67232337284577)
157,Platan,Platan,2002.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.57010601574634 55.672549538220636)
158,Lind,Lind,1918.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.552808989629204 55.6935186315199)
159,Sølvløn,Løn,2014.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.567602140152351 55.69291206690399)
160,Sølvløn,Løn,2014.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.567712689262716 55.692852627423115)
161,Sølvløn,Løn,2014.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.567348533759462 55.693041285383266)
162,Platan,Platan,2008.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.5703905058273 55.67249810425436)
163,Platan,Platan,2008.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.57031849686526 55.67247301756505)
164,Platan,Platan,2008.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.571079798380817 55.67275660106053)
165,Platan,Platan,2008.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.571148827587136 55.672779920336815)
166,Platan,Platan,2002.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.57135257591157 55.673094876805116)
167,Kejserlind,Lind,2005.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.502057188022826 55.668355153025395)
168,Robinie,Robinie,2001.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.4773884600569 55.71577631752675)
169,Kejserlind,Lind,2005.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.502099965003568 55.66838093050656)
170,Kejserlind,Lind,2005.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.50220296685636 55.668442111791194)
171,Kejserlind,Lind,2005.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.502494152177158 55.668622595707305)
172,Kejserlind,Lind,2005.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.502662960001603 55.668842767816706)
173,Kejserlind,Lind,2005.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.502668892036684 55.66879824114255)
174,Kejserlind,Lind,2005.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.50274804647158 55.66878521338904)
175,Park-Lind,Lind,1977.0,"TMF-Parker, Kirkegårde og Renhold",False,Vanløse,POINT (12.487892120570615 55.69628978426863)
176,Park-Lind,Lind,1977.0,"TMF-Parker, Kirkegårde og Renhold",False,Vanløse,POINT (12.491438512793243 55.69483530010975)
177,Park-Lind,Lind,1985.0,"TMF-Parker, Kirkegårde og Renhold",False,Vanløse,POINT (12.49335055138687 55.69413406094164)
178,Sølvløn,Løn,2014.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.567250904165792 55.69308739137489)
179,Sølvløn,Løn,2014.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.568404602269528 55.69247938422588)
180,Hestekastanie,Hestekastanie,1970.0,Udliciteret til OKNygaard,False,Brønshøj-Husum,POINT (12.498811533808947 55.70311482245772)
181,Platan,Platan,2002.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.571279808196262 55.67304622469758)
182,Kejserlind,Lind,1982.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.572399848818314 55.673451685937074)
183,Kejserlind,Lind,1982.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.572519665534756 55.67339341950341)
184,Kejserlind,Lind,2001.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.57486454636816 55.672057415761245)
185,Kejserlind,Lind,2001.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.575003569535266 55.67199476046053)
186,Almindelig robinie,Robinie,2012.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.573731019956249 55.67416971200129)
187,Platan,Platan,2000.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.509354968371312 55.65227776853041)
188,Platan,Platan,2000.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.509521785252423 55.65248284313717)
189,Platan,Platan,2000.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.509607695469606 55.65258800318588)
190,Platan,Platan,2000.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.509430346214295 55.65270842262078)
191,Småbladet lind,Lind,1988.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.50289238529839 55.66223452452242)
192,Platan,Platan,1971.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.503376485041619 55.66714493689148)
193,Almindelig ask,Ask,2002.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.507109047194199 55.661175997601894)
194,Almindelig ask,Ask,1975.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.507653491624284 55.66108069770269)
195,Almindelig ask,Ask,1975.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.509515206263075 55.66130702260349)
196,Platan,Platan,2000.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.510620802219046 55.65412754412197)
197,Platan,Platan,2000.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.51079691147876 55.65432978845458)
198,Platan,Platan,1970.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.51387131868237 55.655261441761475)
199,Platan,Platan,2001.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.512642511850375 55.65661429559699)
200,Platan,Platan,2001.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.513439346959139 55.65763272594716)
201,Platan,Platan,2001.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.513567109024363 55.65746783759139)
202,Platan,Platan,1980.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.518234493389386 55.653565320036016)
203,Platan,Platan,1970.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.518829034668732 55.65332690851389)
204,Almindelig ask,Ask,1975.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.512731474348982 55.661477240513236)
205,Almindelig ask,Ask,1975.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.513612874759408 55.66152748112571)
206,Lind,Lind,1980.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.518004149901277 55.66147248603336)
