id,dansk_navn,slaegtsnavn,planteaar,driftsorganisation,fredet_beskyttet_trae,bydelsnavn,wkb_geometry
18088,Hvidpil,Pil,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Nørrebro,POINT (12.537822140192723 55.69982577784429)
18089,Hvidpil,Pil,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Nørrebro,POINT (12.537839746644671 55.69987131098664)
18090,Hvidpil,Pil,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Nørrebro,POINT (12.537849312896027 55.69989486180925)
18091,Kugle-robinie,Robinie,2019.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.59790842731124 55.68842265912198)
18092,Hestekastanie,Hestekastanie,2019.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.577917257844225 55.69358075528007)
18093,Kejserlind,Lind,2019.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.575772020526205 55.689763225507676)
18094,Platan,Platan,2019.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.591797885932513 55.69839314436897)
18095,Søjleavnbøg,Avnbøg,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.549048854673194 55.69402483066469)
18096,Søjleavnbøg,Avnbøg,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.549250889038639 55.6938896384234)
18097,Almindelig robinie,Robinie,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.54918190262101 55.69392813639291)
18098,Almindelig robinie,Robinie,2020.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.549432103870338 55.6937622336964)
18099,Søjleavnbøg,Avnbøg,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.549574715100222 55.69367243793743)
18100,Søjleavnbøg,Avnbøg,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.549812279582284 55.69350919008292)
18101,Søjleavnbøg,Avnbøg,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.549723552373072 55.69343870689097)
18102,Søjleavnbøg,Avnbøg,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.549364374599623 55.693503825608154)
18103,Almindelig robinie,Robinie,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.549423208585779 55.69365464373967)
18104,Frynse-eg,Eg,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.549000086649603 55.69389782632685)
18105,Almindelig robinie,Robinie,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.548657914821142 55.693826033595606)
18106,Frynse-eg,Eg,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.548618290975059 55.69376636329793)
18107,Almindelig robinie,Robinie,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.548780608881541 55.693724474083595)
18108,Skarntydegran,Hemlock,2018.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.548356470741608 55.69343989090826)
18109,Søjleavnbøg,Avnbøg,2018.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.548412934238842 55.6934211658939)
18110,Frynse-eg,Eg,2018.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.54845671619657 55.69348105142191)
18111,Søjleavnbøg,Avnbøg,2018.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.548442278225423 55.69334712234694)
18112,Kaukasisk vingevalnød,Vingevalnød,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.548365061681613 55.69361374868841)
18113,Almindelig robinie,Robinie,2018.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.548571111014581 55.69329621632646)
18114,Almindelig robinie,Robinie,2019.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.586342005292407 55.67496634774716)
18115,Skarntydegran,Hemlock,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.54882112810765 55.693168270450045)
18116,Skarntydegran,Hemlock,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.548891289812305 55.69307664336922)
18117,Skarntydegran,Hemlock,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.549116837481385 55.69315737460492)
18118,Skarntydegran,Hemlock,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.549197986016107 55.6931872667867)
18119,Frynse-eg,Eg,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.549071540461462 55.693406008134936)
18120,Almindelig robinie,Robinie,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.548721989167696 55.69337050930443)
18121,Almindelig robinie,Robinie,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.548740571056827 55.693439454629925)
18122,Skarntydegran,Hemlock,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.549242946803451 55.69358393549719)
18123,Antarktisk sydbøg,Sydbøg,2019.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.548496088230609 55.693655873054276)
18124,Hvidpil,Pil,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Nørrebro,POINT (12.549174011099062 55.7037367224848)
18125,Elm,Elm,2018.0,"TMF-Parker, Kirkegårde og Renhold",False,Amager Vest,POINT (12.587546807537134 55.66366607521863)
18126,Elm,Elm,2018.0,"TMF-Parker, Kirkegårde og Renhold",False,Amager Vest,POINT (12.587770223593672 55.66364276127253)
18127,Elm,Elm,2018.0,"TMF-Parker, Kirkegårde og Renhold",False,Amager Vest,POINT (12.588915390933636 55.663513405407954)
18128,Elm,Elm,2018.0,"TMF-Parker, Kirkegårde og Renhold",False,Amager Vest,POINT (12.591084735164994 55.66326913882621)
18129,Elm,Elm,2018.0,"TMF-Parker, Kirkegårde og Renhold",False,Amager Vest,POINT (12.592055145465858 55.66315680757381)
18130,Ungarsk eg,Eg,2018.0,"TMF-Parker, Kirkegårde og Renhold",False,Nørrebro,POINT (12.553948041252278 55.70452506453852)
18131,Ungarsk eg,Eg,2018.0,"TMF-Parker, Kirkegårde og Renhold",False,Nørrebro,POINT (12.553786463664762 55.70457881978078)
18132,Ungarsk eg,Eg,2018.0,"TMF-Parker, Kirkegårde og Renhold",False,Nørrebro,POINT (12.553785609741045 55.704598851593914)
18133,Elm,Elm,2018.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.568514114603135 55.68118269253242)
18134,Elm,Elm,2018.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.56867017037041 55.68130677041678)
18135,Elm,Elm,2018.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.568355234647704 55.68105850033189)
18136,Elm,Elm,2018.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.566294587634745 55.679456640088965)
18137,Paradisæble,Æble,2016.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.545667437926937 55.6684523571638)
18138,Elm,Elm,2018.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.568193667504392 55.680933790571025)
18139,Elm,Elm,2018.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.568034142723771 55.680812159465574)
18140,Elm,Elm,2018.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.567556299317294 55.68044048856649)
18141,Elm,Elm,2018.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.566434051297863 55.67919172116592)
18142,Elm,Elm,2018.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.566535988356124 55.67927158108207)
18143,Elm,Elm,2018.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.566637757488863 55.679353783405865)
18144,Elm,Elm,2018.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.567383160240398 55.679957859372244)
18145,Sakhalin-kirsebær,Kirsebær/Blomme,2018.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.559367469224108 55.690186485188555)
18146,Sakhalin-kirsebær,Kirsebær/Blomme,2018.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.558287998365696 55.68988620815421)
18147,Kejserlind,Lind,2018.0,"TMF-Parker, Kirkegårde og Renhold",False,Nørrebro,POINT (12.548717010361075 55.7008784756483)
18148,Kejserlind,Lind,2018.0,"TMF-Parker, Kirkegårde og Renhold",False,Nørrebro,POINT (12.547794388709017 55.70024975776614)
18149,Tretorn,Tretorn,2019.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.576182802566512 55.68321173146822)
18150,Landevejsrøn,Røn,2019.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.584435687635477 55.698237959398554)
18151,Kinesertræ,Kinesertræ,2019.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.589136904581004 55.70623369576338)
18152,Kinesertræ,Kinesertræ,2019.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.589178897934609 55.706236749386946)
18153,Fyldtblomstret hestekastanie,Hestekastanie,2016.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.576424361084284 55.691899302841776)
18154,Fyldtblomstret hestekastanie,Hestekastanie,2019.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.576349470231687 55.69181672612484)
18155,Kinesertræ,Kinesertræ,2019.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.589215566203858 55.70624031567455)
18156,Hvidpil,Pil,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Nørrebro,POINT (12.549226375415808 55.703741709385156)
18157,Hvidpil,Pil,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Nørrebro,POINT (12.549223579906785 55.70377308103759)
18158,Hvidpil,Pil,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Nørrebro,POINT (12.549284123167377 55.70377574214359)
18159,Hvidpil,Pil,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Nørrebro,POINT (12.549406668185126 55.70386712234081)
18160,Elm,Elm,2018.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.568378700883578 55.68071467685627)
18161,Almindelig pære,Pære,2003.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.562727950490697 55.67129371859051)
18162,Platan,Platan,2019.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.589933941608464 55.70687592371724)
18163,Platan,Platan,2019.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.589979752630866 55.70677730012972)
18164,Platan,Platan,2019.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.590032561001046 55.70666053689836)
18165,Platan,Platan,2019.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.5900851057373 55.70655139006991)
18166,Engriflet hvidtjørn,Tjørn,1970.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584822974221225 55.68961990585006)
18167,Engriflet hvidtjørn,Tjørn,1970.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.584844693941076 55.68961615515359)
18168,Almindelig robinie,Robinie,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.561504692530324 55.70893001745867)
18169,Almindelig ask,Ask,2019.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.585129013818229 55.67607122457766)
18170,Tyrkisk hassel,Hassel,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.577823003623793 55.72167838817958)
18171,Vortebrik,Birk,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.580535048390436 55.72063047514162)
18172,Vortebrik,Birk,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.580553804248064 55.720669322240994)
18173,Storblomstret japansk røn,Røn,2018.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.546182931093844 55.6668365626905)
18174,Almindelig robinie,Robinie,2019.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.534519301525146 55.663695104081796)
18175,Krimlind,Lind,2018.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.557854421796833 55.658648298028936)
18176,Krimlind,Lind,2018.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.558009126562435 55.65860416171603)
18177,Krimlind,Lind,2018.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.557966923030099 55.65850522789717)
18178,Almindelig robinie,Robinie,2016.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.557794772718276 55.69743034844023)
18179,Almindelig robinie,Robinie,2016.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.557761472803207 55.69742376445508)
18180,Virginsk ambratræ,Ambratræ,2019.0,Bryggervangen,False,Østerbro,POINT (12.564084661070268 55.7104863880527)
18181,Tempeltræ 'Saratoga',Gingko,2019.0,Bryggervangen,False,Østerbro,POINT (12.564049985407982 55.710478060530654)
18182,Virginsk ambratræ,Ambratræ,2019.0,Bryggervangen,False,Østerbro,POINT (12.564001536674981 55.71045816524074)
18183,Kejserlind,Lind,2013.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.560613041903222 55.671598231592654)
18184,Blomme 'Mirabelle de Nancy',Kirsebær/Blomme,2019.0,Bryggervangen,False,Østerbro,POINT (12.564915817751238 55.710684240985294)
18185,Kaukasisk vingevalnød,Vingevalnød,2019.0,Bryggervangen,False,Østerbro,POINT (12.564894741246086 55.71066461845451)
18186,Blomme 'Mirabelle de Nancy',Kirsebær/Blomme,2019.0,Bryggervangen,False,Østerbro,POINT (12.564825081239745 55.710656239926315)
18187,Bredbladet røn,Røn,2017.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.592824480643088 55.70099886630157)
18188,Bredbladet røn,Røn,2017.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.59315336887735 55.701012252719686)
18189,Bredbladet røn,Røn,2017.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.59304917537767 55.70100835536056)
18190,Bredbladet røn,Røn,2017.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.592923224909452 55.701002054769)
18191,Bredbladet røn,Røn,2017.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.593259943244927 55.70101694894807)
18192,Bredbladet røn,Røn,2017.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.593671387676817 55.701033127645964)
18193,Bredbladet røn,Røn,2017.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.593531021581216 55.7010289874552)
18194,Bredbladet røn,Røn,2017.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.593366477838865 55.701021211895885)
18195,Stilk-eg,Eg,2016.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.55894293958428 55.715763099887305)
18196,Bredbladet røn,Røn,2017.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.59402380485118 55.70100465742691)
18197,Bredbladet røn,Røn,2017.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.594646188180993 55.70083718274958)
18198,Bredbladet røn,Røn,2017.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.594584191536576 55.70085306143119)
18199,Bredbladet røn,Røn,2017.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.594468250486596 55.700885036326355)
18200,Bredbladet røn,Røn,2017.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.594412787064241 55.70090208427236)
18201,Bredbladet røn,Røn,2017.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.594230416396604 55.70095414984642)
18202,Bredbladet røn,Røn,2017.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.594181112032063 55.70096829557214)
18203,Bredbladet røn,Røn,2017.0,Vanding udliciteret til KSTreeCare,False,Østerbro,POINT (12.59406555571234 55.700995722754094)
18204,Kejserlind,Lind,2000.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.560560362713366 55.671647692223594)
18205,Kejserlind,Lind,1980.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.560507683392125 55.67169715283337)
18206,Ahorn,Løn,1980.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.560465774259868 55.67173929953047)
18207,Ahorn,Løn,1980.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.560384198455044 55.671827297596806)
18208,Kejserlind,Lind,2010.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.560507570826942 55.671748318193046)
18209,Kejserlind,Lind,2010.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.56054190279473 55.67171716248936)
18210,Kejserlind,Lind,2010.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.560428895244494 55.67183677061679)
18211,Kejserlind,Lind,2010.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.56045891471045 55.67181058710472)
18212,Almindelig robinie,Robinie,2020.0,Udliciteret til OKNygaard,False,Østerbro,POINT (12.562009701247497 55.67095347186105)
18213,Almindelig robinie,Robinie,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.562006982873811 55.67092358633337)
18214,Almindelig robinie,Robinie,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.562110303494784 55.67088443692631)
18215,Antarktisk sydbøg,Sydbøg,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.56206318979572 55.67097712611341)
18216,Japansk paradisæble,Æble,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.562040083044817 55.67091739279353)
18217,ildløn,Løn,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.56217625310102 55.67090630221338)
18218,Løn,Løn,1990.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.52155061714277 55.66437228677549)
18219,Løn,Løn,1990.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.52153951413491 55.66443561038782)
18220,Bredbladet røn,Røn,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.562221728016583 55.670897370955025)
18221,Antarktisk sydbøg,Sydbøg,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.562040455927505 55.67094924897166)
18222,Japansk paradisæble,Æble,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.562054242422633 55.670906517630684)
18223,Japansk paradisæble,Æble,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.562078089976186 55.67090962980768)
18224,ildløn,Løn,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.562219477137765 55.67093738902619)
18225,ildløn,Løn,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.562220058919332 55.67103630255295)
18226,ildløn,Løn,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.562359684126731 55.67097992681461)
18227,Bredbladet røn,Røn,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.56230261375451 55.670916899709965)
18228,Bredbladet røn,Røn,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.5623549609821 55.6709372576081)
18229,Antarktisk sydbøg,Sydbøg,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.56241749923649 55.67100488208808)
18230,Antarktisk sydbøg,Sydbøg,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.562430678785567 55.67103874429813)
18231,Antarktisk sydbøg,Sydbøg,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.562442650039436 55.67105932405614)
18232,Almindelig robinie,Robinie,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.562452211281286 55.670988653433504)
18233,Japansk paradisæble,Æble,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.562386268044047 55.67107416306909)
18234,Japansk paradisæble,Æble,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.56232795802045 55.67106598586775)
18235,Ambertræ,Ambratræ,2016.0,"TMF-Parker, Kirkegårde og Renhold",False,Vesterbro-Kongens Enghave,POINT (12.524227267365127 55.64911426121493)
18236,Vortebrik,Birk,1990.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.57523068924999 55.717812329579054)
18237,Vortebrik,Birk,1990.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.575262966724974 55.71787023362917)
18238,Vortebrik,Birk,1990.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.575064795740545 55.71784900922808)
18239,Vortebrik,Birk,1990.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.574874326690738 55.71780471450985)
18240,Almindelig robinie,Robinie,2016.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.59656686602666 55.7080355959826)
18241,Almindelig robinie,Robinie,2016.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.596497171362156 55.70792893246936)
18242,Almindelig robinie,Robinie,2015.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.595764024019331 55.7077043065145)
18243,Almindelig robinie,Robinie,2015.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.59392213961307 55.70759379508477)
18244,Almindelig robinie,Robinie,2015.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.594300197506598 55.70763152603923)
18245,Stilk-eg,Eg,2016.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.558970854289539 55.71574563461814)
18246,Stilk-eg,Eg,2016.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.558911714330943 55.71574419919448)
18247,Park-Lind,Lind,1920.0,"TMF-Parker, Kirkegårde og Renhold",False,Bispebjerg,POINT (12.546550449279733 55.720298040749114)
18248,Almindelig robinie,Robinie,2019.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.568229685364178 55.676937440124036)
18249,Almindelig robinie,Robinie,2019.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.568302223293742 55.67688785201522)
18250,Almindelig robinie,Robinie,2019.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.568381954001874 55.676835693791894)
18251,Hestekastanie,Hestekastanie,2019.0,Vanding udliciteret til KSTreeCare,False,Indre By,POINT (12.56893574194559 55.67658997533001)
18252,Vintereg,Eg,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Nørrebro,POINT (12.549447435984632 55.70368379905867)
18253,Rød-ask,Ask,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Østerbro,POINT (12.578626205708149 55.712283582772166)
18254,Ambertræ,Ambratræ,2017.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.553944806982274 55.66602109132399)
18255,Søjleformet almindelig eg,Eg,2020.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.556934550804867 55.701449041562746)
18256,Søjleformet almindelig eg,Eg,2020.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.556937098876515 55.70147738625792)
18257,Søjleformet almindelig eg,Eg,2020.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.556898033380325 55.70146138220941)
18258,Almindelig valnød,Valnød,2016.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.536120773011172 55.66363330539393)
18259,Rød-ask,Ask,2016.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.536795421575556 55.663594159479615)
18260,Almindelig robinie,Robinie,2020.0,Vanding udliciteret til KSTreeCare,False,Nørrebro,POINT (12.549439584154428 55.693309826300926)
18261,Kejserlind,Lind,2020.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.523775710277073 55.66464285850034)
18262,Almindelig robinie,Robinie,2020.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.517909412213601 55.66430585978598)
18263,Paradisæble,Æble,2019.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.53774832207894 55.66743366581328)
18264,Elm,Elm,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.539666530158861 55.66288307046093)
18265,Elm,Elm,2020.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.53973690189529 55.66287015119008)
18266,Kejserlind,Lind,2020.0,"TMF-Parker, Kirkegårde og Renhold",False,Vesterbro-Kongens Enghave,POINT (12.536488041813541 55.66290705758101)
18267,Fyldtblomstret fuglekirsebær,Kirsebær/Blomme,2020.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.502973660607749 55.66358446994078)
18268,Rød-ask,Ask,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.491999857599208 55.65967092048354)
18269,Elm,Elm,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.50416646943266 55.65094131623083)
18270,Elm,Elm,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.503985415555555 55.65096424073961)
18271,"Prunus umineko, ikke navngivet på dansk",Kirsebær/Blomme,2020.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.498883125901134 55.66217795117638)
18272,Frynse-eg,Eg,2020.0,"TMF-Parker, Kirkegårde og Renhold",False,Vesterbro-Kongens Enghave,POINT (12.52606229914226 55.650252422114)
18273,"Alnus spaethii, ikke navngivet på dansk",El,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Valby,POINT (12.526979292688331 55.65229785293595)
18274,Fyldtblomstret fuglekirsebær,Kirsebær/Blomme,2014.0,Udliciteret til OKNygaard,False,Vesterbro-Kongens Enghave,POINT (12.557562288918835 55.666305707710094)
18275,Storbladet lind,Lind,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Bispebjerg,POINT (12.521957632416889 55.7057435702026)
18276,"Elm, let søjleformet",Elm,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Bispebjerg,POINT (12.521243028381306 55.705553318114355)
18277,"Elm, let søjleformet",Elm,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Bispebjerg,POINT (12.52118637501895 55.70539186852424)
18278,"Elm, let søjleformet",Elm,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Bispebjerg,POINT (12.521071160122714 55.70513396253533)
18279,Park-Lind,Lind,1977.0,"TMF-Parker, Kirkegårde og Renhold",False,Bispebjerg,POINT (12.521037163038178 55.705050459924216)
18280,"Elm, let søjleformet",Elm,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Bispebjerg,POINT (12.520994604994456 55.704960100863765)
18281,"Elm, let søjleformet",Elm,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Bispebjerg,POINT (12.520640341436748 55.703323998303716)
18282,Park-Lind,Lind,1977.0,"TMF-Parker, Kirkegårde og Renhold",False,Bispebjerg,POINT (12.520677895575853 55.70341036553652)
18283,Almindelig robinie,Robinie,2019.0,"TMF-Parker, Kirkegårde og Renhold",False,Vanløse,POINT (12.515411773887305 55.69823741425626)
